family,instance_label,size,rows,columns,nonzeros,method,device,tolerance,planned_slot,attempted_solve,terminal_outcome,solver_status,runtime_s,quality_metric,quality_value,strict_quality_pass,gpu_confirmed,resource_outcome
rbe,RBE-XL,XL,524288,1048576,5242880,pdhg_cpu_tol_1e8,cpu,1e-8,true,true,completed,OPTIMAL,1046.8948111534119,solver_max_violation,4.056430947696477e-06,false,false,not_applicable
rbe,RBE-XL,XL,524288,1048576,5242880,pdhg_gpu_tol_1e4,gpu,1e-4,true,true,completed,OPTIMAL,7.446859121322632,solver_max_violation,0.0027750883404425997,false,true,not_applicable
rbe,RBE-XL,XL,524288,1048576,5242880,pdhg_gpu_tol_1e6,gpu,1e-6,true,true,completed,OPTIMAL,15.19806981086731,solver_max_violation,0.00012065158874552395,false,true,not_applicable
rbe,RBE-XL,XL,524288,1048576,5242880,pdhg_gpu_tol_1e8,gpu,1e-8,true,true,completed,OPTIMAL,133.00270199775696,solver_max_violation,4.062813448446612e-06,false,true,not_applicable
rbe,RBE-XXL,XXL,1048576,2097152,10485760,dual_simplex,cpu,,true,true,timeout,TIME_LIMIT,1200.1597340106964,,,false,false,not_applicable
rbe,RBE-XXL,XXL,1048576,2097152,10485760,barrier,cpu,,true,true,completed,OPTIMAL,53.728806018829346,solver_max_violation,4.667095902748833e-09,true,false,not_applicable
rbe,RBE-XXL,XXL,1048576,2097152,10485760,pdhg_cpu_tol_1e4,cpu,1e-4,true,true,completed,OPTIMAL,29.018246173858643,solver_max_violation,0.003155129590518486,false,false,not_applicable
rbe,RBE-XXL,XXL,1048576,2097152,10485760,pdhg_cpu_tol_1e6,cpu,1e-6,true,true,completed,OPTIMAL,138.98282504081726,solver_max_violation,0.00014785599466990817,false,false,not_applicable
rbe,RBE-XXL,XXL,1048576,2097152,10485760,pdhg_cpu_tol_1e8,cpu,1e-8,true,true,timeout,TIME_LIMIT,1200.1091060638428,solver_max_violation,1.4269564211133456e-05,false,false,not_applicable
rbe,RBE-XXL,XXL,1048576,2097152,10485760,pdhg_gpu_tol_1e4,gpu,1e-4,true,true,completed,OPTIMAL,16.12789511680603,solver_max_violation,0.003143194900158777,false,true,not_applicable
rbe,RBE-XXL,XXL,1048576,2097152,10485760,pdhg_gpu_tol_1e6,gpu,1e-6,true,true,completed,OPTIMAL,31.835692882537842,solver_max_violation,0.00014785807877099757,false,true,not_applicable
rbe,RBE-XXL,XXL,1048576,2097152,10485760,pdhg_gpu_tol_1e8,gpu,1e-8,true,true,completed,OPTIMAL,953.5357699394226,solver_max_violation,2.62550510754027e-06,true,true,not_applicable
rbe,RBE-XXXL,XXXL,2097152,4194304,20971520,dual_simplex,cpu,,true,true,timeout,TIME_LIMIT,1200.0028009414673,,,false,false,not_applicable
rbe,RBE-XXXL,XXXL,2097152,4194304,20971520,barrier,cpu,,true,true,completed,OPTIMAL,126.50846195220947,solver_max_violation,5.902299304734228e-09,true,false,not_applicable
rbe,RBE-XXXL,XXXL,2097152,4194304,20971520,pdhg_cpu_tol_1e4,cpu,1e-4,true,true,completed,OPTIMAL,76.01760387420654,solver_max_violation,0.004765924703528395,false,false,not_applicable
rbe,RBE-XXXL,XXXL,2097152,4194304,20971520,pdhg_cpu_tol_1e6,cpu,1e-6,true,true,completed,OPTIMAL,388.44178199768066,solver_max_violation,0.00025942124898907564,false,false,not_applicable
rbe,RBE-XXXL,XXXL,2097152,4194304,20971520,pdhg_cpu_tol_1e8,cpu,1e-8,true,true,timeout,TIME_LIMIT,1202.7786860466003,solver_max_violation,2.6787007746702076e-05,false,false,not_applicable
rbe,RBE-XXXL,XXXL,2097152,4194304,20971520,pdhg_gpu_tol_1e4,gpu,1e-4,true,true,completed,OPTIMAL,42.49028277397156,solver_max_violation,0.004765757653055358,false,true,not_applicable
rbe,RBE-XXXL,XXXL,2097152,4194304,20971520,pdhg_gpu_tol_1e6,gpu,1e-6,true,true,completed,OPTIMAL,92.38036704063416,solver_max_violation,0.0002594262284005929,false,true,not_applicable
rbe,RBE-XXXL,XXXL,2097152,4194304,20971520,pdhg_gpu_tol_1e8,gpu,1e-8,true,true,timeout,TIME_LIMIT,1200.216856956482,solver_max_violation,6.7020343359480705e-06,false,true,not_applicable
