family,instance_label,size,rows,columns,nonzeros,method,device,tolerance,planned_slot,attempted_solve,terminal_outcome,solver_status,runtime_s,quality_metric,quality_value,strict_quality_pass,gpu_confirmed,resource_outcome
cs,CS-XL,XL,512,1048576,5555044,pdhg_gpu_tol_1e4,gpu,1e-4,true,true,completed,OPTIMAL,3.3378450870513916,solver_max_violation,0.05287237058619354,false,true,not_applicable
cs,CS-XL,XL,512,1048576,5555044,pdhg_gpu_tol_1e6,gpu,1e-6,true,true,completed,OPTIMAL,6.177004098892212,solver_max_violation,0.0003970108784585591,false,true,not_applicable
cs,CS-XL,XL,512,1048576,5555044,pdhg_gpu_tol_1e8,gpu,1e-8,true,true,completed,OPTIMAL,6.687272071838379,solver_max_violation,1.1220834267078317e-05,false,true,not_applicable
cs,CS-XXL,XXL,512,4194304,22251085,dual_simplex,cpu,,true,true,completed,OPTIMAL,17.89616084098816,solver_max_violation,2.9842794901924208e-12,true,false,not_applicable
cs,CS-XXL,XXL,512,4194304,22251085,barrier,cpu,,true,true,completed,OPTIMAL,26.233932971954346,solver_max_violation,7.821654435247183e-11,true,false,not_applicable
cs,CS-XXL,XXL,512,4194304,22251085,pdhg_cpu_tol_1e4,cpu,1e-4,true,true,completed,OPTIMAL,66.6009829044342,solver_max_violation,0.1420522951212746,false,false,not_applicable
cs,CS-XXL,XXL,512,4194304,22251085,pdhg_cpu_tol_1e6,cpu,1e-6,true,true,completed,OPTIMAL,79.04738092422485,solver_max_violation,0.0016590450725288974,false,false,not_applicable
cs,CS-XXL,XXL,512,4194304,22251085,pdhg_cpu_tol_1e8,cpu,1e-8,true,true,completed,OPTIMAL,106.84747385978699,solver_max_violation,6.735774604749167e-06,false,false,not_applicable
cs,CS-XXL,XXL,512,4194304,22251085,pdhg_gpu_tol_1e4,gpu,1e-4,true,true,completed,OPTIMAL,20.307377815246582,solver_max_violation,0.1339520275084709,false,true,not_applicable
cs,CS-XXL,XXL,512,4194304,22251085,pdhg_gpu_tol_1e6,gpu,1e-6,true,true,completed,OPTIMAL,20.213587045669556,solver_max_violation,0.0018677228151773306,false,true,not_applicable
cs,CS-XXL,XXL,512,4194304,22251085,pdhg_gpu_tol_1e8,gpu,1e-8,true,true,completed,OPTIMAL,25.266710996627808,solver_max_violation,7.538005178275853e-06,false,true,not_applicable
cs,CS-XXXL,XXXL,512,16777216,89296185,dual_simplex,cpu,,true,true,completed,OPTIMAL,71.36576581001282,solver_max_violation,3.694822225952521e-12,true,false,not_applicable
cs,CS-XXXL,XXXL,512,16777216,89296185,barrier,cpu,,true,true,completed,OPTIMAL,118.12506985664368,solver_max_violation,2.0059687260094058e-08,true,false,not_applicable
cs,CS-XXXL,XXXL,512,16777216,89296185,pdhg_cpu_tol_1e4,cpu,1e-4,true,true,completed,OPTIMAL,378.3224778175354,solver_max_violation,0.08572380300256555,false,false,not_applicable
cs,CS-XXXL,XXXL,512,16777216,89296185,pdhg_cpu_tol_1e6,cpu,1e-6,true,true,completed,OPTIMAL,452.3674829006195,solver_max_violation,0.0003377293922994795,false,false,not_applicable
cs,CS-XXXL,XXXL,512,16777216,89296185,pdhg_cpu_tol_1e8,cpu,1e-8,true,true,completed,OPTIMAL,535.8178279399872,solver_max_violation,3.725158165934772e-06,false,false,not_applicable
cs,CS-XXXL,XXXL,512,16777216,89296185,pdhg_gpu_tol_1e4,gpu,1e-4,true,true,completed,OPTIMAL,106.9511330127716,solver_max_violation,0.08479446820311409,false,true,not_applicable
cs,CS-XXXL,XXXL,512,16777216,89296185,pdhg_gpu_tol_1e6,gpu,1e-6,true,true,completed,OPTIMAL,122.49351692199707,solver_max_violation,0.0003193340432972036,false,true,not_applicable
cs,CS-XXXL,XXXL,512,16777216,89296185,pdhg_gpu_tol_1e8,gpu,1e-8,true,true,completed,OPTIMAL,137.18455696105957,solver_max_violation,3.51442298551774e-06,false,true,not_applicable
